DATE,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD
2015.01.26,48460,48980,48175,48625,109757,279282,5
2015.01.27,48300,49155,47560,48915,143829,372417,5
2015.01.28,48180,48470,47725,47940,146130,378551,5
2015.01.29,47700,48140,47160,47895,160402,414842,5
2015.01.30,47535,47600,46480,47260,144649,376713,5
2015.02.02,47030,48115,46910,48115,151662,381684,5
2015.02.03,48455,49195,48385,49120,156308,397780,5
2015.02.04,49000,49885,48310,49520,178147,461205,5
2015.02.05,49375,49950,49040,49595,141341,349155,5
2015.02.06,49260,49450,48250,48830,149606,376039,5
2015.02.09,48480,49755,48275,49710,129545,329774,5
2015.02.10,49710,49875,48530,48750,151602,375665,5
2015.02.11,48440,48790,47840,48680,145062,353984,5
2015.02.12,49000,49750,48870,49515,128964,329122,5
2015.02.13,49760,50995,49760,50995,112595,274544,5
2015.02.18,51980,52820,51800,51975,81237,215812,5
2015.02.19,51980,52475,51620,52175,116815,297482,5
2015.02.20,52000,52300,51430,52040,131972,331593,5
2015.02.23,51955,52525,51640,51805,131480,341387,5
2015.02.24,51840,52780,51565,52655,142228,359669,5
2015.02.25,51755,52615,51555,52500,128098,323620,5
2015.02.26,52500,52855,51815,52650,136501,359226,5
2015.02.27,52705,53205,51955,52295,167556,441653,5
2015.03.02,52300,52435,51365,51700,135450,344516,5
2015.03.03,51500,52085,51460,52000,139358,342667,5
2015.03.04,51330,51590,50930,51360,144464,375902,5
2015.03.05,51415,51485,50645,50850,123999,312167,5
2015.03.06,50900,50960,50280,50480,129812,336560,5
